"path";"path_label";"menu_path";"module_name";"id";"role";"parentid";"type";"sequence";"module";"label";"newwindow";"dataurl";"showicon";"icon";"sizeicon";"hotkey";"filters";"source"
"180,390";"007-History > 005-Partner's Portal Activity";"History > Partner's Portal Activity";"Partners Portal Activity";"390";"0";"180";"0";"5";"197";"Partner's Portal Activity";"0";"null";"0";"mdi mdi-web";"null";"";"null";"0"
"222,391";"007-History > 005-Partner's Portal Activity";"History > Partner's Portal Activity";"Partners Portal Activity";"391";"46";"222";"0";"5";"197";"Partner's Portal Activity";"0";"null";"0";"mdi mdi-web";"null";"";"null";"0"
"167";"008-Configuration";"Configuration";"null";"167";"0";"0";"2";"8";"null";"Configuration";"0";"null";"0";"adminIcon-system-configuration";"null";"null";"null";"0"
"223";"008-Configuration";"Configuration";"null";"223";"46";"0";"2";"8";"null";"Configuration";"0";"null";"0";"adminIcon-system-configuration";"null";"null";"null";"0"
"167,216";"008-Configuration > 000-User Groups";"Configuration > User Groups";"User Groups";"216";"0";"167";"0";"0";"181";"User Groups";"0";"null";"0";"yfi-groups";"null";"";"null";"0"
"223,321";"008-Configuration > 000-User Groups";"Configuration > User Groups";"User Groups";"321";"46";"223";"0";"0";"181";"User Groups";"0";"null";"0";"yfi-groups";"null";"";"null";"0"
"167,169";"008-Configuration > 001-Provider Eligibility Configuration";"Configuration > Provider Eligibility Configuration";"Provider Eligibility Conf";"169";"0";"167";"0";"1";"140";"Provider Eligibility Configuration";"0";"null";"0";"yfm-UnassignedAccounts";"null";"";"null";"0"
"223,322";"008-Configuration > 001-Provider Eligibility Configuration";"Configuration > Provider Eligibility Configuration";"Provider Eligibility Conf";"322";"46";"223";"0";"1";"140";"Provider Eligibility Configuration";"0";"null";"0";"yfm-UnassignedAccounts";"null";"";"null";"0"
"167,170";"008-Configuration > 002-Programs";"Configuration > Programs";"Programs";"170";"0";"167";"0";"2";"144";"Programs";"0";"null";"0";"mdi mdi-brightness-percent";"null";"";"null";"0"
"223,323";"008-Configuration > 002-Programs";"Configuration > Programs";"Programs";"323";"46";"223";"0";"2";"144";"Programs";"0";"null";"0";"mdi mdi-brightness-percent";"null";"";"null";"0"
"167,191";"008-Configuration > 003-Document Types";"Configuration > Document Types";"Document Types";"191";"0";"167";"0";"3";"161";"Document Types";"0";"null";"0";"mdi mdi-playlist-edit";"null";"";"null";"0"
"223,324";"008-Configuration > 003-Document Types";"Configuration > Document Types";"Document Types";"324";"46";"223";"0";"3";"161";"Document Types";"0";"null";"0";"mdi mdi-playlist-edit";"null";"";"null";"0"
"167,188";"008-Configuration > 004-Document Templates";"Configuration > Document Templates";"Document Templates";"188";"0";"167";"0";"4";"157";"Document Templates";"0";"null";"0";"yfi-document-templates";"null";"";"null";"0"
"223,325";"008-Configuration > 004-Document Templates";"Configuration > Document Templates";"Document Templates";"325";"46";"223";"0";"4";"157";"Document Templates";"0";"null";"0";"yfi-document-templates";"null";"";"null";"0"
"167,189";"008-Configuration > 005-Document Packages";"Configuration > Document Packages";"Document Packages";"189";"0";"167";"0";"5";"158";"Document Packages";"0";"null";"0";"yfi-modules-pdf-templates";"null";"";"null";"0"
"223,326";"008-Configuration > 005-Document Packages";"Configuration > Document Packages";"Document Packages";"326";"46";"223";"0";"5";"158";"Document Packages";"0";"null";"0";"yfi-modules-pdf-templates";"null";"";"null";"0"
"167,369";"008-Configuration > 006-Dropbox Destinations";"Configuration > Dropbox Destinations";"Dropbox Destinations";"369";"0";"167";"0";"6";"185";"Dropbox Destinations";"0";"null";"0";"fab fa-dropbox";"null";"";"null";"0"
"223,370";"008-Configuration > 006-Dropbox Destinations";"Configuration > Dropbox Destinations";"Dropbox Destinations";"370";"46";"223";"0";"6";"185";"Dropbox Destinations";"0";"null";"0";"fab fa-dropbox";"null";"";"null";"0"
"167,146";"008-Configuration > 007-EmailTemplates";"Configuration > EmailTemplates";"EmailTemplates";"146";"0";"167";"0";"7";"112";"";"0";"null";"0";"";"null";"";"null";"0"
"223,327";"008-Configuration > 007-EmailTemplates";"Configuration > EmailTemplates";"EmailTemplates";"327";"46";"223";"0";"7";"112";"";"0";"null";"0";"";"null";"";"null";"0"
"167,193";"008-Configuration > 008-Placeholders";"Configuration > Placeholders";"Placeholders";"193";"0";"167";"0";"8";"165";"Placeholders";"0";"null";"0";"mdi mdi-find-replace";"null";"";"null";"0"
"223,328";"008-Configuration > 008-Placeholders";"Configuration > Placeholders";"Placeholders";"328";"46";"223";"0";"8";"165";"Placeholders";"0";"null";"0";"mdi mdi-find-replace";"null";"";"null";"0"
"167,192";"008-Configuration > 009-Case Handlers";"Configuration > Case Handlers";"Case Handlers";"192";"0";"167";"0";"9";"164";"Case Handlers";"0";"null";"0";"fas fa-people-carry";"null";"";"null";"0"
"223,329";"008-Configuration > 009-Case Handlers";"Configuration > Case Handlers";"Case Handlers";"329";"46";"223";"0";"9";"164";"Case Handlers";"0";"null";"0";"fas fa-people-carry";"null";"";"null";"0"
"223,384";"008-Configuration > 010-Help Info";"Configuration > Help Info";"Help Info";"384";"46";"223";"0";"10";"194";"Help Info";"0";"null";"0";"mdi mdi-help-circle";"null";"";"null";"0"
"167,197";"008-Configuration > 010-System Parameters";"Configuration > System Parameters";"System Parameters";"197";"0";"167";"0";"10";"171";"System Parameters";"0";"null";"0";"mdi mdi-database-settings";"null";"";"null";"0"
"167,383";"008-Configuration > 011-Help Info";"Configuration > Help Info";"Help Info";"383";"0";"167";"0";"11";"194";"Help Info";"0";"null";"0";"mdi mdi-help-circle";"null";"";"null";"0"
"223,330";"008-Configuration > 011-System Parameters";"Configuration > System Parameters";"System Parameters";"330";"46";"223";"0";"11";"171";"System Parameters";"0";"null";"0";"mdi mdi-database-settings";"null";"";"null";"0"
"223,389";"008-Configuration > 012-Provider's Litigation Assistance Mapping";"Configuration > Provider's Litigation Assistance Mapping";"Providers Litigation Assi";"389";"46";"223";"0";"12";"196";"Provider's Litigation Assistance Mapping";"0";"null";"0";"mdi mdi-home-assistant";"null";"";"";"0"
"167,360";"008-Configuration > 012-Users";"Configuration > Users";"null";"360";"0";"167";"1";"12";"null";"Users";"0";"/index.php?module=Users&amp;parent=Settings&amp;view=List";"0";"yfm-Users";"null";"";"";"0"
"167,388";"008-Configuration > 013-Provider's Litigation Assistance Mapping";"Configuration > Provider's Litigation Assistance Mapping";"Providers Litigation Assi";"388";"0";"167";"0";"13";"196";"Provider's Litigation Assistance Mapping";"0";"null";"0";"mdi mdi-home-assistant";"null";"";"";"0"
"224";"009-Base menu";"Base menu";"null";"224";"46";"0";"2";"9";"null";"Base menu";"0";"null";"0";"";"null";"null";"null";"0"
"224,310";"009-Base menu > 000-OSSPasswords";"Base menu > OSSPasswords";"OSSPasswords";"310";"46";"224";"0";"0";"60";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,231";"009-Base menu > 001-MEN_COMPANIES_CONTACTS";"Base menu > MEN_COMPANIES_CONTACTS";"null";"231";"46";"224";"2";"1";"null";"MEN_COMPANIES_CONTACTS";"0";"null";"0";"yfm-CompaniesAndContact";"null";"null";"";"0"
"224,231,311";"009-Base menu > 001-MEN_COMPANIES_CONTACTS > 000-Leads";"Base menu > MEN_COMPANIES_CONTACTS > Leads";"Leads";"311";"46";"231";"0";"0";"7";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,231,232";"009-Base menu > 001-MEN_COMPANIES_CONTACTS > 001-Accounts";"Base menu > MEN_COMPANIES_CONTACTS > Accounts";"Accounts";"232";"46";"231";"0";"1";"6";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,231,233";"009-Base menu > 001-MEN_COMPANIES_CONTACTS > 002-Partners";"Base menu > MEN_COMPANIES_CONTACTS > Partners";"Partners";"233";"46";"231";"0";"2";"92";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,231,234";"009-Base menu > 001-MEN_COMPANIES_CONTACTS > 003-Vendors";"Base menu > MEN_COMPANIES_CONTACTS > Vendors";"Vendors";"234";"46";"231";"0";"3";"18";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,231,235";"009-Base menu > 001-MEN_COMPANIES_CONTACTS > 004-Competition";"Base menu > MEN_COMPANIES_CONTACTS > Competition";"Competition";"235";"46";"231";"0";"4";"93";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,231,236";"009-Base menu > 001-MEN_COMPANIES_CONTACTS > 005-Contacts";"Base menu > MEN_COMPANIES_CONTACTS > Contacts";"Contacts";"236";"46";"231";"0";"5";"4";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,237";"009-Base menu > 002-MEN_MARKETING";"Base menu > MEN_MARKETING";"null";"237";"46";"224";"2";"2";"null";"MEN_MARKETING";"0";"null";"0";"yfm-Campaigns";"null";"null";"null";"0"
"224,237,312";"009-Base menu > 002-MEN_MARKETING > 000-Campaigns";"Base menu > MEN_MARKETING > Campaigns";"Campaigns";"312";"46";"237";"0";"0";"26";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,237,238";"009-Base menu > 002-MEN_MARKETING > 001-SQuoteEnquiries";"Base menu > MEN_MARKETING > SQuoteEnquiries";"SQuoteEnquiries";"238";"46";"237";"0";"1";"85";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,237,239";"009-Base menu > 002-MEN_MARKETING > 002-Occurrences";"Base menu > MEN_MARKETING > Occurrences";"Occurrences";"239";"46";"237";"0";"2";"131";"";"0";"null";"0";"";"null";"";"null";"0"
"224,284";"009-Base menu > 003-MEN_SALES";"Base menu > MEN_SALES";"null";"284";"46";"224";"2";"3";"null";"MEN_SALES";"0";"null";"0";"yfm-Sales";"null";"null";"null";"0"
"224,284,318";"009-Base menu > 003-MEN_SALES > 000-SSalesProcesses";"Base menu > MEN_SALES > SSalesProcesses";"SSalesProcesses";"318";"46";"284";"0";"0";"86";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,284,285";"009-Base menu > 003-MEN_SALES > 001-SRequirementsCards";"Base menu > MEN_SALES > SRequirementsCards";"SRequirementsCards";"285";"46";"284";"0";"1";"87";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,284,286";"009-Base menu > 003-MEN_SALES > 002-SCalculations";"Base menu > MEN_SALES > SCalculations";"SCalculations";"286";"46";"284";"0";"2";"88";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,284,287";"009-Base menu > 003-MEN_SALES > 003-SQuotes";"Base menu > MEN_SALES > SQuotes";"SQuotes";"287";"46";"284";"0";"3";"89";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,284,288";"009-Base menu > 003-MEN_SALES > 004-SSingleOrders";"Base menu > MEN_SALES > SSingleOrders";"SSingleOrders";"288";"46";"284";"0";"4";"90";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,284,289";"009-Base menu > 003-MEN_SALES > 005-SRecurringOrders";"Base menu > MEN_SALES > SRecurringOrders";"SRecurringOrders";"289";"46";"284";"0";"5";"91";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,284,290";"009-Base menu > 003-MEN_SALES > 006-SVendorEnquiries";"Base menu > MEN_SALES > SVendorEnquiries";"SVendorEnquiries";"290";"46";"284";"0";"6";"117";"";"0";"null";"0";"";"null";"";"null";"0"
"224,284,291";"009-Base menu > 003-MEN_SALES > 007-PriceBooks";"Base menu > MEN_SALES > PriceBooks";"PriceBooks";"291";"46";"284";"0";"7";"19";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,244";"009-Base menu > 004-MEN_PROJECTS";"Base menu > MEN_PROJECTS";"null";"244";"46";"224";"2";"4";"null";"MEN_PROJECTS";"0";"null";"0";"yfm-Project";"null";"null";"null";"0"
"224,244,314";"009-Base menu > 004-MEN_PROJECTS > 000-Project";"Base menu > MEN_PROJECTS > Project";"Project";"314";"46";"244";"0";"0";"43";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,244,245";"009-Base menu > 004-MEN_PROJECTS > 001-ProjectMilestone";"Base menu > MEN_PROJECTS > ProjectMilestone";"ProjectMilestone";"245";"46";"244";"0";"1";"41";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,244,246";"009-Base menu > 004-MEN_PROJECTS > 002-ProjectTask";"Base menu > MEN_PROJECTS > ProjectTask";"ProjectTask";"246";"46";"244";"0";"2";"42";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,240";"009-Base menu > 005-MEN_SUPPORT";"Base menu > MEN_SUPPORT";"null";"240";"46";"224";"2";"5";"null";"MEN_SUPPORT";"0";"null";"0";"yfm-Support";"null";"null";"null";"0"
"224,240,313";"009-Base menu > 005-MEN_SUPPORT > 000-HelpDesk";"Base menu > MEN_SUPPORT > HelpDesk";"HelpDesk";"313";"46";"240";"0";"0";"13";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,240,241";"009-Base menu > 005-MEN_SUPPORT > 001-Service Contracts";"Base menu > MEN_SUPPORT > Service Contracts";"Service Contracts";"241";"46";"240";"0";"1";"34";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,240,242";"009-Base menu > 005-MEN_SUPPORT > 002-Faq";"Base menu > MEN_SUPPORT > Faq";"Faq";"242";"46";"240";"0";"2";"15";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,240,243";"009-Base menu > 005-MEN_SUPPORT > 003-KnowledgeBase";"Base menu > MEN_SUPPORT > KnowledgeBase";"KnowledgeBase";"243";"46";"240";"0";"3";"96";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,292";"009-Base menu > 006-MEN_LOGISTICS";"Base menu > MEN_LOGISTICS";"null";"292";"46";"224";"2";"6";"null";"MEN_LOGISTICS";"0";"null";"0";"yfm-VendorsAccounts";"null";"null";"null";"0"
"224,292,319";"009-Base menu > 006-MEN_LOGISTICS > 000-ISTN";"Base menu > MEN_LOGISTICS > ISTN";"ISTN";"319";"46";"292";"0";"0";"105";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,292,293";"009-Base menu > 006-MEN_LOGISTICS > 001-IGRN";"Base menu > MEN_LOGISTICS > IGRN";"IGRN";"293";"46";"292";"0";"1";"98";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,292,294";"009-Base menu > 006-MEN_LOGISTICS > 002-IGRNC";"Base menu > MEN_LOGISTICS > IGRNC";"IGRNC";"294";"46";"292";"0";"2";"108";"IGRNC";"0";"null";"0";"";"null";"";"null";"0"
"224,292,295";"009-Base menu > 006-MEN_LOGISTICS > 003-IGDNC";"Base menu > MEN_LOGISTICS > IGDNC";"IGDNC";"295";"46";"292";"0";"3";"109";"IGDNC";"0";"null";"0";"";"null";"";"null";"0"
"224,292,296";"009-Base menu > 006-MEN_LOGISTICS > 004-IGDN";"Base menu > MEN_LOGISTICS > IGDN";"IGDN";"296";"46";"292";"0";"4";"100";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,292,297";"009-Base menu > 006-MEN_LOGISTICS > 005-IIDN";"Base menu > MEN_LOGISTICS > IIDN";"IIDN";"297";"46";"292";"0";"5";"101";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,292,298";"009-Base menu > 006-MEN_LOGISTICS > 006-IGIN";"Base menu > MEN_LOGISTICS > IGIN";"IGIN";"298";"46";"292";"0";"6";"102";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,292,299";"009-Base menu > 006-MEN_LOGISTICS > 007-IPreOrder";"Base menu > MEN_LOGISTICS > IPreOrder";"IPreOrder";"299";"46";"292";"0";"7";"103";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,292,300";"009-Base menu > 006-MEN_LOGISTICS > 008-ISTRN";"Base menu > MEN_LOGISTICS > ISTRN";"ISTRN";"300";"46";"292";"0";"8";"106";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,292,301";"009-Base menu > 006-MEN_LOGISTICS > 009-ISTDN";"Base menu > MEN_LOGISTICS > ISTDN";"ISTDN";"301";"46";"292";"0";"9";"104";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,292,302";"009-Base menu > 006-MEN_LOGISTICS > 010-IStorages";"Base menu > MEN_LOGISTICS > IStorages";"IStorages";"302";"46";"292";"0";"10";"97";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,303";"009-Base menu > 007-MEN_GDPR";"Base menu > MEN_GDPR";"null";"303";"46";"224";"2";"7";"null";"MEN_GDPR";"0";"null";"0";"fas fa-lock";"null";"null";"null";"0"
"224,303,320";"009-Base menu > 007-MEN_GDPR > 000-Approvals";"Base menu > MEN_GDPR > Approvals";"Approvals";"320";"46";"303";"0";"0";"127";"";"0";"null";"0";"";"null";"";"null";"0"
"224,303,304";"009-Base menu > 007-MEN_GDPR > 001-ApprovalsRegister";"Base menu > MEN_GDPR > ApprovalsRegister";"ApprovalsRegister";"304";"46";"303";"0";"1";"128";"";"0";"null";"0";"";"null";"";"null";"0"
"224,303,305";"009-Base menu > 007-MEN_GDPR > 002-DataSetRegister";"Base menu > MEN_GDPR > DataSetRegister";"DataSetRegister";"305";"46";"303";"0";"2";"121";"DataSetRegister";"0";"null";"0";"";"null";"";"null";"0"
"224,303,306";"009-Base menu > 007-MEN_GDPR > 003-ActivityRegister";"Base menu > MEN_GDPR > ActivityRegister";"ActivityRegister";"306";"46";"303";"0";"3";"122";"ActivityRegister";"0";"null";"0";"";"null";"";"null";"0"
"224,303,307";"009-Base menu > 007-MEN_GDPR > 004-LocationRegister";"Base menu > MEN_GDPR > LocationRegister";"LocationRegister";"307";"46";"303";"0";"4";"123";"LocationRegister";"0";"null";"0";"";"null";"";"null";"0"
"224,303,308";"009-Base menu > 007-MEN_GDPR > 005-IncidentRegister";"Base menu > MEN_GDPR > IncidentRegister";"IncidentRegister";"308";"46";"303";"0";"5";"124";"IncidentRegister";"0";"null";"0";"";"null";"";"null";"0"
"224,303,309";"009-Base menu > 007-MEN_GDPR > 006-AuditRegister";"Base menu > MEN_GDPR > AuditRegister";"AuditRegister";"309";"46";"303";"0";"6";"125";"AuditRegister";"0";"null";"0";"";"null";"";"null";"0"
"224,254";"009-Base menu > 008-MEN_COMPANY";"Base menu > MEN_COMPANY";"null";"254";"46";"224";"2";"8";"null";"MEN_COMPANY";"0";"null";"0";"yfm-HumanResources";"null";"null";"null";"0"
"224,254,316";"009-Base menu > 008-MEN_COMPANY > 000-MultiCompany";"Base menu > MEN_COMPANY > MultiCompany";"MultiCompany";"316";"46";"254";"0";"0";"119";"";"0";"null";"0";"";"null";"";"null";"0"
"224,254,255";"009-Base menu > 008-MEN_COMPANY > 001-BankAccounts";"Base menu > MEN_COMPANY > BankAccounts";"BankAccounts";"255";"46";"254";"0";"1";"133";"";"0";"null";"0";"";"null";"";"null";"0"
"224,254,256";"009-Base menu > 008-MEN_COMPANY > 002-OSSEmployees";"Base menu > MEN_COMPANY > OSSEmployees";"OSSEmployees";"256";"46";"254";"0";"2";"61";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,254,257";"009-Base menu > 008-MEN_COMPANY > 003-OSSTimeControl";"Base menu > MEN_COMPANY > OSSTimeControl";"OSSTimeControl";"257";"46";"254";"0";"3";"51";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,254,258";"009-Base menu > 008-MEN_COMPANY > 004-HolidaysEntitlement";"Base menu > MEN_COMPANY > HolidaysEntitlement";"HolidaysEntitlement";"258";"46";"254";"0";"4";"78";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,254,259";"009-Base menu > 008-MEN_COMPANY > 005-CFixedAssets";"Base menu > MEN_COMPANY > CFixedAssets";"CFixedAssets";"259";"46";"254";"0";"5";"113";"";"0";"null";"0";"";"null";"";"null";"0"
"224,254,260";"009-Base menu > 008-MEN_COMPANY > 006-CInternalTickets";"Base menu > MEN_COMPANY > CInternalTickets";"CInternalTickets";"260";"46";"254";"0";"6";"114";"";"0";"null";"0";"";"null";"";"null";"0"
"224,254,261";"009-Base menu > 008-MEN_COMPANY > 007-CMileageLogbook";"Base menu > MEN_COMPANY > CMileageLogbook";"CMileageLogbook";"261";"46";"254";"0";"7";"116";"";"0";"null";"0";"";"null";"";"null";"0"
"224,254,262";"009-Base menu > 008-MEN_COMPANY > 008-LettersIn";"Base menu > MEN_COMPANY > LettersIn";"LettersIn";"262";"46";"254";"0";"8";"81";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,254,263";"009-Base menu > 008-MEN_COMPANY > 009-LettersOut";"Base menu > MEN_COMPANY > LettersOut";"LettersOut";"263";"46";"254";"0";"9";"82";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,254,264";"009-Base menu > 008-MEN_COMPANY > 010-Reservations";"Base menu > MEN_COMPANY > Reservations";"Reservations";"264";"46";"254";"0";"10";"84";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,254,265";"009-Base menu > 008-MEN_COMPANY > 011-Locations";"Base menu > MEN_COMPANY > Locations";"Locations";"265";"46";"254";"0";"11";"130";"";"0";"null";"0";"";"null";"";"null";"0"
"224,266";"009-Base menu > 009-MEN_DATABESES";"Base menu > MEN_DATABESES";"null";"266";"46";"224";"2";"9";"null";"MEN_DATABESES";"0";"null";"0";"yfm-Database";"null";"null";"";"0"
"224,266,317";"009-Base menu > 009-MEN_DATABESES > 000-MEN_PRODUCTBASE";"Base menu > MEN_DATABESES > MEN_PRODUCTBASE";"null";"317";"46";"266";"2";"0";"null";"MEN_PRODUCTBASE";"0";"null";"0";"null";"null";"null";"null";"0"
"224,266,267";"009-Base menu > 009-MEN_DATABESES > 001-Products";"Base menu > MEN_DATABESES > Products";"Products";"267";"46";"266";"0";"1";"14";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,266,268";"009-Base menu > 009-MEN_DATABESES > 002-ProductCategory";"Base menu > MEN_DATABESES > ProductCategory";"ProductCategory";"268";"46";"266";"0";"2";"132";"";"0";"null";"0";"";"null";"";"null";"0"
"224,266,269";"009-Base menu > 009-MEN_DATABESES > 003-OutsourcedProducts";"Base menu > MEN_DATABESES > OutsourcedProducts";"OutsourcedProducts";"269";"46";"266";"0";"3";"59";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,266,270";"009-Base menu > 009-MEN_DATABESES > 004-Assets";"Base menu > MEN_DATABESES > Assets";"Assets";"270";"46";"266";"0";"4";"37";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,266,271";"009-Base menu > 009-MEN_DATABESES > 005-";"Base menu > MEN_DATABESES > ";"null";"271";"46";"266";"3";"5";"null";"null";"0";"null";"0";"null";"null";"null";"null";"0"
"224,266,272";"009-Base menu > 009-MEN_DATABESES > 006-MEN_SERVICESBASE";"Base menu > MEN_DATABESES > MEN_SERVICESBASE";"null";"272";"46";"266";"2";"6";"null";"MEN_SERVICESBASE";"0";"null";"0";"null";"null";"null";"null";"0"
"224,266,273";"009-Base menu > 009-MEN_DATABESES > 007-Services";"Base menu > MEN_DATABESES > Services";"Services";"273";"46";"266";"0";"7";"35";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,266,274";"009-Base menu > 009-MEN_DATABESES > 008-OSSOutsourcedServices";"Base menu > MEN_DATABESES > OSSOutsourcedServices";"OSSOutsourcedServices";"274";"46";"266";"0";"8";"57";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,266,275";"009-Base menu > 009-MEN_DATABESES > 009-OSSSoldServices";"Base menu > MEN_DATABESES > OSSSoldServices";"OSSSoldServices";"275";"46";"266";"0";"9";"58";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,266,276";"009-Base menu > 009-MEN_DATABESES > 010-";"Base menu > MEN_DATABESES > ";"null";"276";"46";"266";"3";"10";"null";"null";"0";"null";"0";"null";"null";"null";"null";"0"
"224,266,277";"009-Base menu > 009-MEN_DATABESES > 011-MEN_LISTS";"Base menu > MEN_DATABESES > MEN_LISTS";"null";"277";"46";"266";"2";"11";"null";"MEN_LISTS";"0";"null";"0";"null";"null";"null";"null";"0"
"224,266,278";"009-Base menu > 009-MEN_DATABESES > 012-SMSNotifier";"Base menu > MEN_DATABESES > SMSNotifier";"SMSNotifier";"278";"46";"266";"0";"12";"45";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,266,279";"009-Base menu > 009-MEN_DATABESES > 013-CallHistory";"Base menu > MEN_DATABESES > CallHistory";"CallHistory";"279";"46";"266";"0";"13";"74";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,266,280";"009-Base menu > 009-MEN_DATABESES > 014-";"Base menu > MEN_DATABESES > ";"null";"280";"46";"266";"3";"14";"null";"null";"0";"null";"0";"null";"null";"null";"null";"0"
"224,266,281";"009-Base menu > 009-MEN_DATABESES > 015-Rss";"Base menu > MEN_DATABESES > Rss";"Rss";"281";"46";"266";"0";"15";"24";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,266,282";"009-Base menu > 009-MEN_DATABESES > 016-";"Base menu > MEN_DATABESES > ";"null";"282";"46";"266";"3";"16";"null";"null";"0";"null";"0";"null";"null";"null";"null";"0"
"224,266,283";"009-Base menu > 009-MEN_DATABESES > 017-Announcements";"Base menu > MEN_DATABESES > Announcements";"Announcements";"283";"46";"266";"0";"17";"83";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,247";"009-Base menu > 010-MEN_ACCOUNTING";"Base menu > MEN_ACCOUNTING";"null";"247";"46";"224";"2";"10";"null";"MEN_ACCOUNTING";"0";"null";"0";"yfm-Bookkeeping";"null";"null";"null";"0"
"224,247,315";"009-Base menu > 010-MEN_ACCOUNTING > 000-FBookkeeping";"Base menu > MEN_ACCOUNTING > FBookkeeping";"FBookkeeping";"315";"46";"247";"0";"0";"94";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,247,248";"009-Base menu > 010-MEN_ACCOUNTING > 001-FInvoice";"Base menu > MEN_ACCOUNTING > FInvoice";"FInvoice";"248";"46";"247";"0";"1";"95";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,247,249";"009-Base menu > 010-MEN_ACCOUNTING > 002-FInvoiceProforma";"Base menu > MEN_ACCOUNTING > FInvoiceProforma";"FInvoiceProforma";"249";"46";"247";"0";"2";"99";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,247,250";"009-Base menu > 010-MEN_ACCOUNTING > 003-FCorectingInvoice";"Base menu > MEN_ACCOUNTING > FCorectingInvoice";"FCorectingInvoice";"250";"46";"247";"0";"3";"107";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,247,251";"009-Base menu > 010-MEN_ACCOUNTING > 004-PaymentsOut";"Base menu > MEN_ACCOUNTING > PaymentsOut";"PaymentsOut";"251";"46";"247";"0";"4";"80";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,247,252";"009-Base menu > 010-MEN_ACCOUNTING > 005-PaymentsIn";"Base menu > MEN_ACCOUNTING > PaymentsIn";"PaymentsIn";"252";"46";"247";"0";"5";"79";"null";"0";"null";"0";"";"null";"";"null";"0"
"224,247,253";"009-Base menu > 010-MEN_ACCOUNTING > 006-FInvoiceCost";"Base menu > MEN_ACCOUNTING > FInvoiceCost";"FInvoiceCost";"253";"46";"247";"0";"6";"115";"";"0";"null";"0";"";"null";"";"null";"0"
